app_id,app_name,category,download_numbers,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea_9,idea_10,source
com.drivezone.car.race.game,Drive Zone: Car Simulator Game,GAME_RACING,74954756.0,"This feature generates roadside events like stalled cars, meetings, emergency calls, and maintenance based on your actions, affecting traffic, shop prices, and police activity.","This feature allows players to work together in convoys, managing cargo weight, escorting, handling breakdowns, using hand signals, and completing timed multi-stop routes for team rewards.","This feature allows players to browse and install blueprints for tunes, liveries, and HUD presets, shows performance changes, and automatically reverts if lap times worsen.","This feature provides an AI driving coach that analyzes driving data to show braking, throttle, and line guidance, offers focused practice with ghost cars, and tracks progress weekly.","This feature adds moving weather fronts that create localized rain, fog, and wind. Puddles form and change with sun and traffic, affecting driving conditions. A live radar mini-map shows weather for route planning.","This feature provides detailed road surfaces with different grip, sounds, and vibrations for various textures. Players manage suspension and tire temperature while community projects improve roads.","This feature shows crash replays with details like speed, impact angle, g-forces, and damage. It tracks insurance costs based on driving and repair choices.","This feature allows players to deliver materials, vote on projects, and unlock new areas and facilities, with server-wide progress tracking contributions and awarding recognition to top contributors.","This feature simulates a used-car market where players assess condition, service history, and faults, perform diagnostics, test-drive, negotiate prices, and repair cars through mini-games.","This feature allows players to create point-to-point routes with fixed weather and traffic, set rewards, and have others race their recorded runs under fair conditions.",SOURCE3
com.drivezone.car.race.game,Drive Zone: Car Simulator Game,GAME_RACING,74954756.0,"This feature introduces random events such as road closures, AI-initiated street races, and hidden car parts appearing temporarily on the map for players to find and interact with.","This feature allows player-formed crews to compete in races and challenges to control city districts, earning exclusive cosmetic items and in-game currency bonuses temporarily.","This feature lets players complete missions as getaway drivers, street race organizers, or car transporters by evading police and meeting objectives to unlock vehicles and customizations.","This feature lets players find and buy old classic cars in a junkyard, collect parts, complete mini-games to restore them, and improve the cars’ performance and value.","This feature adds a stunt driving career with a stunt park containing ramps, loops, and obstacles. Players complete challenges to earn points and unlock vehicle modifications.","This feature provides a live police scanner radio station that plays real-time audio about police activity, including pursuits of players and AI racers within the game.","This feature adds a ""Drift Tandem"" mode where two players are scored based on their individual drift performance, proximity, and synchronization during drifting.","This feature lets players rent space in a virtual car show to display their customized vehicles. Others can view, like builds, and see creator profiles and parts used.","This feature adds a weather forecast app on the in-game phone that shows upcoming weather changes like rain, fog, or snow, affecting road conditions and vehicle handling.","This feature lets players adjust their car's engine settings in real-time while driving, showing a live graph to monitor and modify parameters like air-fuel ratio and turbo pressure.",SOURCE4
com.drivezone.car.race.game,Drive Zone: Car Simulator Game,GAME_RACING,74954756.0,"This feature allows players to create and vote on road segments for sprints, drift zones, jumps, and speed traps, with leaderboards and weekly rotating rewards.","This feature allows drivers to report cops, crashes, roadworks, puddles, and traffic jams in real time, affecting routes and hazards while earning experience points.","This feature provides clubs with shared garages and meeting areas, proximity voice chat, drop-in voice rooms, and tools to organize cruises, relays, and events with automated lobbies.","This feature automatically records key driving moments, creates short vertical video clips, and provides tools to edit, add effects, and share or export the videos.","This feature lets players create and customize tracks and parking areas, host public sessions, and have selected player-made locations appear in the main game with cosmetic revenue sharing.","This feature adds a Cops & Racers mode where players select police or racer roles, use roadblocks and spike strips, manage pursuit levels, and collect earnings at safehouses.","This feature adds a Drag & Roll Racing mode with precision starts, shift lights, tire temperature, lane preparation, bracket racing, pit-tuning options, and friend ghost replays.","This feature adds realistic car physics, including detachable body panels, tire wear and damage, mud and snow buildup, engine hydrolock, dynamic dirt visuals, burnouts, and staging functions.","This feature allows players to create multi-stop routes, share them, use lane guidance, coordinate convoys with sync tools, mark hazards, and race against time-shifted ghosts.","This feature allows players to place tuned cars in real-world settings using AR, take photos, and join location-based events with time-limited lobbies, offers, and challenges.",SOURCE5
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,GAME_STRATEGY,70764199.0,"This feature adds a weather system with conditions like radiation storms, acid rain, and nuclear winter that affect resource gathering, troop movement, and building durability.","This feature lets players build underground tunnels to move troops secretly between allied bases, attack enemies unexpectedly, sabotage enemy tunnels, and set ambushes.","This feature allows survivors to undergo controlled mutations that grant abilities such as night vision, radiation resistance, or increased strength, each with specific drawbacks and visual changes.","This feature adds roaming trader convoys that appear randomly on the map for limited times, offering exclusive items, blueprints, survivors, or resources in exchange for specific item combinations.","This feature tracks survivors' mental health, which influences their performance based on base conditions, combat results, and resources. Players manage needs, facilities, and events to maintain morale.","This feature allows players to capture and train mutated creatures to use them in combat or resource gathering, with each creature needing specific care and training.","This feature allows fallen heroes to pass down traits, equipment, and storylines to new recruits. Players can build memorial halls that provide permanent base bonuses.","This feature adds a submarine for underwater exploration of submerged cities, enabling players to collect pre-war technology and resources while managing oxygen, pressure, threats, and docking spots.","This feature adds a broadcasting station that allows players to send messages across the server, including propaganda, false information, or alliance recruitment communications.","This feature introduces seasonal disease outbreaks that spread across the map, requiring players to research vaccines, quarantine infected survivors, trade medical supplies, and coordinate with alliances.",SOURCE2
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,GAME_STRATEGY,70764199.0,"This feature lets a scout hero run across rooftops and cliffs, performing vaults and grapples to earn bonuses, reveal map information, or gain temporary buffs.","This feature lets users record 10–30 second voice messages linked to map locations, automatically transcribes them, allows threaded replies, and syncs offline recordings when reconnected.","This feature allows users to schedule shared APCs, fuel trucks, or drones in an alliance convoy calendar with ETAs and route previews. Vehicles automatically queue for decontamination and refueling between uses.","This feature lets you launch a glider-drone for a brief 3D flyover that reveals faint markers indicating hidden stashes, traps, or horde movements. Free daily flights are available.","This feature allows players to begin large upgrades through Project Layaway, repay resources over time with optional alliance support, and track progress with a milestone timeline.","This feature provides tools to measure distance and area, view turret and trap coverage heatmaps, simulate horde paths, and convert measurements into march or defense orders.","This feature allows building with a magnetized grid and smart wall snapping, saving and loading different settlement layouts, and previewing night raids with simulated fire lines and paths.",This feature presents daily encrypted radio messages as puzzles. Solving them reveals stash locations or story details. Players can use hints or work with allies to solve together.,"This feature allows players to collect and use a small set of tactic cards that activate during battles, combining effects with hero abilities for strategic gameplay.","This feature lets you set up Shadow Ops tasks like scavenging, rescues, or research to run while offline, and offers optional offline tower-defense missions to play during commutes.",DBGNN
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,GAME_STRATEGY,70764199.0,"This feature lets players use sound beacons and controlled burns to redirect moving zombie herds, allowing alliances to create safe paths or send herds toward other groups.","This feature uses your phone’s gyroscope to detect movement; keeping the device steady avoids alerting enemies, allowing you to gather map information and special crafting materials.","This feature allows alliance members to connect bases with elevated tracks to quickly move troops and resources. Tracks in contested areas can be scouted, damaged, or defended.","This feature allows 15-minute bunker expeditions with selected heroes and temporary mutations, providing small, lasting changes to hero abilities in the main game through mutation chips.","This feature allows players to record and replay multi-step base tasks like collecting, crafting, and requesting help for a small energy cost. Routines can be shared within alliances.","This feature allows players to create formal agreements with enforced rules like ceasefires, safe zones, and shared objectives. Following or breaking these rules affects reputation and triggers penalties or temporary war advantages.","This feature allows players to place temporary barricades, spike strips, trenches, and decoy bonfires on the map, which affect enemy movement and gradually disappear.","This feature presents multi-day refugee caravans with choices to shelter, escort, trade with, or exploit survivors, leading to different NPCs, morale effects, and future event outcomes.","This feature creates fake SOS signals and blocks enemy communications to generate false resource locations and troop movements, causing enemies in these areas to have reduced morale and visibility.","This feature introduces changing weather and hazard zones that affect combat and movement, requiring players to create equipment and vote on weekly weather changes to adjust strategies.",SOURCE3
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,GAME_STRATEGY,70764199.0,Please provide the specific app feature you would like me to rewrite.,"This feature adds changing weather and seasons that affect gameplay, such as reducing farm output in winter, increasing survivor sickness, and causing storms that damage buildings or alter zombie behavior.","This feature allows players to build and upgrade underground shelter levels with specialized rooms for research, farming, or hero recreation that provide temporary in-game effects.",This feature allows players to research captured zombies in a lab to gain buffs against specific zombie types and unlock new traps through a collection and research system.,"This feature allows players to send messages within alliances that can be intercepted by enemies, enabling both information sharing and the option to send false messages for strategy.","This feature allows multiple alliance members to work together to defend a shared location against waves of zombies, requiring coordinated hero placement and resource sharing.","This feature adds single-player missions that explore each hero’s past and unlock exclusive skins, skills, or stat bonuses when completed.","This feature tracks survivor morale based on food variety, battle outcomes, and defenses, affecting production speed, healing times, and the chance of negative events in the shelter.",This feature adds a Bounty Board where players can post rewards for defeating specific rivals or helping to kill powerful zombie bosses on the world map.,"This feature allows alliances to send and receive resources through trade convoys on the world map, which can be attacked by other players while moving between locations.",SOURCE4
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,GAME_STRATEGY,70764199.0,"This feature adds level-based raid limits, reduces loot outside the level range, provides healing after repeated attacks, includes stackable shields, and allows users to set sleep windows.","This feature adds a permanent Arcade hub with mini-games from ads, including weekly leaderboards and rewards that contribute to the main game economy.","This feature provides a 5v5 draft arena with pick-ban rounds, mirrored gear stats, and MMR matchmaking, ensuring matches focus on skill and team synergy without troop deaths.","This feature allows guilds to jointly build and protect a large bunker during 30-minute PvE Siege Nights, where troops do not die and damage unlocks buffs and decorations.",This feature adds an optional mode where attackers navigate player-made traps using standard equipment to gather information instead of resources.,"This feature adds roguelite Scavenger Runs in procedural districts with limited inventory, extraction points, and environmental puzzles that unlock shortcuts during gameplay.","This feature adds Heat and Morale systems affected by seasonal blizzards or heatwaves, requiring energy and ration management that impacts production and defense, with crisis choices providing story outcomes and temporary bonuses.","This feature allows players to lend duplicate heroes to allies for certain game modes, earn mentor points, test heroes in Training Grounds, and includes systems to improve gacha experience.","This feature allows players to easily reset and change their gear and talents using preset loadouts, with high resource refunds to switch between different play styles.","This feature adds safe-gather lanes during non-war hours, a bounty system for repeat offenders, cheaper migration with cooldowns, global claim-all, tutorial skip, and improved auto-translation.",SOURCE5
com.cg.archery,Archery Battle 3D,GAME_SPORTS,68572366.0,"This feature adds a mode where players shoot arrows by bouncing off mirrors, passing through moving hoops, or curving around obstacles to hit targets and earn points.","This feature adds armor pieces on enemies that can be destroyed by targeting specific areas. Different arrow types work better against wood, metal, or leather armor.","This feature lets players defend castle walls from attacker waves using mounted ballistas and explosive arrows, upgrade fortifications between waves, and summon archer reinforcements.","This feature adds companion animals such as hawks and wolves that can be trained and used in battles to mark enemies, retrieve arrows, or distract opponents.","This feature adds weather effects that influence arrow behavior: wind alters arrow paths, rain lowers visibility, and fog hides distant targets, requiring players to adjust their aim accordingly.","This feature adds a ""Stealth Archer"" campaign where players move through enemy camps using shadows and silent takedowns. Being detected triggers alarms, spawning more guards and lowering mission rewards.","This feature allows players to combine elemental crystals to craft arrows that can freeze enemies, create smoke screens, or teleport the player to the arrow’s landing spot.",This feature allows multiple players to join a limited-time event where they work together to attack large mythical creatures by targeting different weak points at the same time.,"This feature lets players create and manage an archery school, recruit students with various skills, and unlock techniques and equipment by winning tournaments.","This feature allows players to capture slow-motion kill shots, edit the images with filters and effects, and convert them into collectible cards that grant minor stat bonuses.",SOURCE2
com.cg.archery,Archery Battle 3D,GAME_SPORTS,68572366.0,"This feature allows players to sprint, vault, and use ziplines to navigate obstacles while performing ricochet and aerial shots to earn combo points and compete on leaderboards.","This feature provides short, timed drills with a metronome to improve aiming and motor skills, along with optional posture reminders, eye breaks, and screen-time limits.","This feature offers a practice mode with a rangefinder overlay showing distance, wind drift, and arrow arc, along with destructible targets and ragdoll dummies to observe shot effects.","This feature provides an optional pass that includes arrow trail effects, 3D victory emotes, early access to new arenas, monthly giveaways, and shared cosmetics for up to five accounts.","This feature shows the coins and time needed to upgrade any bow, allows applying armory coupons at checkout, and lets players rent rare bows for limited sessions.","This feature lets players find teammates through optional contact sync, view match logs and missed invites, use voice/text chat with filters, reserve private range slots, and create team emblems.","This feature records replays from multiple angles with speed, drop, and wind data for each shot. It also allows voice notes, voice effects, and annotations for review.","This feature provides offline solo missions with various target challenges, a free-shoot range, and syncs rewards when the player reconnects to the internet.","This feature shows a live countdown during trials, sends reminders before billing, allows one-tap cancellation with receipt history, and includes child-safe purchase locks requiring a PIN or aim challenge.",This feature adds a deck-based system where players use shot-mod cards with cooldowns and energy limits to influence duels and plan their actions strategically.,DBGNN
com.cg.archery,Archery Battle 3D,GAME_SPORTS,68572366.0,"This feature shows animated wind effects and terrain air movements, provides a 1–2 second wind forecast, and allows players to unlock longer forecasts with additional HUD information.","This feature allows players to adjust bow settings like draw length, brace height, and string tension, which influence stability, noise, and arrow speed, with a haptic-guided calibration.","This feature places life-size targets in real environments using AR technology, allowing users to draw, aim, and shoot with device motion. Progress and rewards sync with the main game.","This feature allows one player to shoot while the other controls shields, wind fans, and traps with cooldowns. Players switch roles each round.","This feature allows four players to cooperate in boss fights with multiple phases, moving weak points, breakable armor, and elemental arrowheads that create team combos and stagger effects.","This feature displays a translucent ghost of a top-ranked shot, showing aim wobble, draw time, and release timing over your view. Practice modes replicate the same wind conditions.","This feature connects to a smartwatch to detect heart rate, causing the aim to sway based on pulse, and includes a breathing mini-game that temporarily reduces sway.","This feature allows players to create bows and arrows using material blueprints that affect weight, torsion, noise, and durability, with quick repairs possible during matches.","This feature lets players create trick-shot courses using drag-and-drop tools, share them with codes, rate others’ courses, and view weekly highlighted playlists.","This feature analyzes your shot data to identify patterns in timing, drift, and wind adjustment, provides personalized practice suggestions and gear changes, and offers weekly progress reports with matchmaking recommendations.",SOURCE3
com.cg.archery,Archery Battle 3D,GAME_SPORTS,68572366.0,"This Feature adds new gameplay elements and challenges to Archery Battle 3D, enhancing the variety of tasks and interactions available to players during matches.","This feature adds weekly Clan Wars where clans compete in asynchronous team tournaments, combining members' scores to unlock exclusive clan-themed bow and arrow skins.",This feature adds a challenge mode where players use arrow ricochets to hit targets in difficult locations by solving physics-based puzzles in single-player gameplay.,This feature allows two players to play together in real-time to defeat large moving mythical creatures with specific weak points and attack patterns.,This feature adds a weekly live event where players shoot targets at long distances with changing wind conditions and compete on a global leaderboard for in-game currency rewards.,This feature allows spectators to use in-game currency to place bets on the outcomes of live player-versus-player matches in high-level tournaments.,This feature lets players collect materials from wins to craft bow parts that have different appearances and provide various stat bonuses.,"This feature adds a mode where players use historically accurate bows and arrows in scenarios based on notable archery events, with brief educational information for each challenge.","This feature changes weather and time of day in all maps, causing effects like rain, snow, and darkness that influence arrow trajectory and visibility during matches.",This feature shows a slow-motion replay that follows the arrow from the bow to the target after a critical or winning shot.,SOURCE4
com.cg.archery,Archery Battle 3D,GAME_SPORTS,68572366.0,"This feature allows players to form clubs with shared practice areas, cooperative target building, weekly team battles on changing maps, item donations, and group quests to unlock bonuses.",This feature adds a Siege mode where players take turns attacking and defending castles with destructible structures and hidden weak points to target.,"This feature allows three players to team up and fight large moving bosses with visible attack patterns and breakable armor, using different roles and coordinated attacks.","This feature adds multi-lane arenas with wind tunnels, thermals, jump pads, and moving rings to hit in sequence. Players race to clear all checkpoints first.",This feature allows players to select four cooldown skills per match from an Ability Deck. Skills are unlocked through gameplay and limited in ranked matches for balance.,"This feature lets you practice shots with adjustable wind, elevation, and arrow weight, save replay data, and share it for others to challenge and compare results.","This feature adds Contract Missions where players complete tasks like cutting ropes, hitting bells, and disarming alarms using limited arrows to trigger environmental effects and earn scores.","This feature provides a Pro League with standardized equipment, skill-based matchmaking, a reconnect grace period, seasonal map changes, anti-cheat measures, and tie-break shootouts.","This feature allows players to combine and adjust bow parts to unlock bonuses and customize performance, with preset loadouts available for quick equipment changes during gameplay.","This feature allows players to create and share custom puzzles by placing targets and obstacles, edit replays showing arrow paths, set par shots, and view daily highlighted puzzles.",SOURCE5
com.yelp.android,"Yelp: Food, Delivery & Reviews",FOOD_AND_DRINK,66882879.0,"This feature allows users to create group dining plans by voting on restaurants, scheduling times, organizing multiple stops with routes, integrating reservations, and sending notifications to participants.","This feature uses AI to scan menu photos and reviews for allergens or ingredients based on user-set dietary restrictions, providing safety ratings for each menu item.",This Feature lets users follow verified local food experts’ real-time dining activities and receive notifications when they visit new restaurants.,"This feature uses augmented reality to display 3D images of dishes at actual size when pointing your phone at a menu, along with review snippets and preparation videos.","This feature notifies users about restaurant discounts like happy hours, flash deals, or last-minute reservation offers nearby and suggests deals based on their dining habits.",This Feature lets restaurants livestream their kitchens during service hours and allows users to save video clips as reviews linked to specific dishes.,This feature analyzes your past reviews to identify flavor patterns you like and predicts how compatible you might be with new restaurants based on those preferences.,"This feature allows users to select and claim specific items from a shared bill before arriving, coordinating split payments through the app and integrating with restaurant payment systems.","This feature lets restaurants display their suppliers, farms, and sustainability practices on an interactive map. Users can trace meal origins and filter restaurants by sourcing criteria.","This feature allows restaurants to list surplus food at discounted prices during their last hour of operation, sending time-sensitive notifications to users about available meals.",SOURCE2
com.yelp.android,"Yelp: Food, Delivery & Reviews",FOOD_AND_DRINK,66882879.0,"This feature guides users to add tags for flavors, texture, service, and ambience through prompts and lessons, while suggesting review sections and vocabulary based on past reviews.","This Feature identifies menu items based on dietary preferences and ingredients, suggests substitutions, and allows one-tap ordering with contactless pickup and automatic deal application.","This feature encourages users to complete daily tasks like trying new cuisines, adding photos, and verifying hours to earn coins and streaks, which can be redeemed or donated.","This feature lets users toggle map layers showing quiet work spots, kid-friendly areas, dog-friendly places, wheelchair access, parking, outdoor heaters, and live noise levels, based on user contributions.","This feature shows a Health & Allergen Verification badge with inspection scores, staff certifications, and allergen protocols. Users can filter for verified kitchens and see recent updates.","This feature shows a Reliability Score for each business based on factors like hours accuracy, reservation accuracy, delivery readiness, and menu correctness, along with trendlines and predictions.","This feature lets users adjust sliders for spice, richness, sweetness, price, noise, and lighting to reorder search results instantly and save multiple presets for quick access.","This feature links email and card receipts to create a private timeline of visits, pickups, and deliveries, provides reminders to review, tracks spending by cuisine, and shows reorder options.","This feature allows users to download city information including maps, hours, menus, photos, and saved lists for offline use, with notes syncing and important updates provided when online.","This feature uses local weather to recommend suitable dining options, adjusts notifications based on time, and shows only open-late or delivery choices after hours.",DBGNN
com.yelp.android,"Yelp: Food, Delivery & Reviews",FOOD_AND_DRINK,66882879.0,"This feature tracks your order preferences and ratings, then ranks restaurants based on similar users’ tastes, with an option to include new recommendations for variety.","This feature shows which menu items are available, low, or sold out through POS data or staff updates, and suggests similar dishes nearby with current delivery times.","This feature uses 3D models to show a life-size image of a dish on your table, helping you see portion size, presentation, and add-ons before ordering.","This Feature analyzes menus, reviews, and kitchen notes to identify allergy and diet risks for each dish, provides alternative options, and allows quick access to saved dietary notes.","This feature uses noise levels, seating information, and reviews to rate venues for different activities and directs you to the nearest suitable place currently available.","This feature combines orders from nearby restaurants into one delivery with coordinated arrival times and automatically divides the bill by items, taxes, and fees to simplify payment.","This feature shows connections between chefs and their dishes at various restaurants and pop-ups, allows you to follow them, and notifies you when a signature dish is available in a new location.","This feature shows discounted last-call food bundles and surplus items near you, with options to reserve and pick them up quickly to help reduce food waste.","This Feature monitors waitlists at nearby locations, reserves the best available option based on distance and readiness, cancels other holds automatically, and provides updates to your group.","This Feature lets you ask specific food and delivery questions, then provides brief answers based on recent reviews, menus, and availability, allowing follow-up questions without restarting the search.",SOURCE3
com.yelp.android,"Yelp: Food, Delivery & Reviews",FOOD_AND_DRINK,66882879.0,"This feature allows users to find food options, order delivery, and read or write reviews about restaurants within the Yelp app.","This Feature lets users save specific food and drink items from restaurant menus to a shareable list, allowing others to purchase those items as gifts through the app.","This feature uses AI to identify users with similar dining preferences and ratings, allowing them to follow these matches and receive personalized restaurant and dish recommendations.","This feature shows a ""Sustainability Score"" for businesses based on packaging, food waste programs, and local sourcing, and includes a filter to find businesses with higher scores.",This feature lets users view a 3D model of a dish on their table using augmented reality to help understand portion size and presentation before ordering.,"This feature shows an interactive map of local farms and suppliers connected to a restaurant, providing information about where the restaurant sources its ingredients.","This feature provides a section where users can find and share off-menu food items, with restaurants able to verify these special offerings.",This feature shows the current noise level and crowdedness of a restaurant using anonymized check-in data and user feedback to inform dining environment choices.,"This feature lets users create personalized food tours by selecting a theme, then generates a route with multiple stops and estimated travel times.","This feature allows users to recognize specific restaurant staff for their service, displaying these acknowledgments on the business’s Yelp page and offering an option for direct digital tipping.",SOURCE4
com.yelp.android,"Yelp: Food, Delivery & Reviews",FOOD_AND_DRINK,66882879.0,"This feature helps you find food places along your route, showing detour times, drive-thru availability, parking details, and allows hands-free voice search while you drive.","This feature shows current wait times and seating availability using data from users and reservations, allows setting alerts for shorter waits, and lets you join a queue automatically.","This feature provides discounted end-of-day meals and bakery items from nearby places, with set pickup times, waste-saving indicators, and secure prepayment options.","This feature lets users compare delivery times and total costs from various providers and restaurants, then place an order with a single tap.","This feature provides guided food routes with maps, offline access, check-in stamps, and options to share the planned itineraries with others.","This feature allows users to create and view short video reviews of dishes with auto-generated captions and AI-based dish recognition, summarizing key information for each menu item.","This Feature scans menus and photos for allergens, checks user reports, and filters dishes to show options that match your dietary and allergen preferences.","This feature allows users to join group orders with coworkers at certain restaurants to receive discounts, skip pickup lines, and automatically split expenses.","This feature shows current drink options like tap lists, cocktails, and wines by the glass, provides taste-based suggestions, and allows users to rate drinks by style and alcohol content.","This feature allows users to book pop-ups, chef’s tables, tastings, and classes with options for deposits, waitlists, timed releases, and special deal bundles.",SOURCE5
com.rvappstudios.abc_kids_toddler_tracing_phonics,ABC Kids - Tracing & Phonics,GAME_EDUCATIONAL,64174850.0,"This feature uses AI to monitor handwriting, identify errors in letter strokes, and provide real-time animated guidance through a character to help correct mistakes.","This feature lets children trace words to add characters, objects, or actions, gradually creating an animated story as they complete each word.","This feature lets kids trace letters or shapes at the same time with others, showing progress side-by-side and awarding power-ups based on tracing accuracy.",This feature uses the device camera to recognize printed worksheets and displays dotted tracing guides and phonics hints on the paper through augmented reality.,"This feature adjusts line thickness, guide dot spacing, and tracing speed based on a child's motor skills to provide an appropriate level of difficulty during tracing activities.","This feature lets children trace letters to plant seeds that grow into interactive plants, which produce sounds to help teach phonics through practicing letter combinations.","This feature provides a parent dashboard with heat maps highlighting letters or sounds needing practice, suggests offline activities, and creates milestone celebration videos when goals are met.","This feature lets children say a letter or word aloud, then guides them to trace it using speech recognition to connect sounds with writing.","This feature lets children trace parts of letters to uncover hidden objects or complete picture puzzles, helping them practice letter recognition through interactive activities.","This feature lets children trace letters and simple words from various writing systems, hear native speaker audio, and access cultural stories related to each language.",SOURCE2
com.rvappstudios.abc_kids_toddler_tracing_phonics,ABC Kids - Tracing & Phonics,GAME_EDUCATIONAL,64174850.0,"This feature displays a map of letter and sound skills, highlights areas where progress is slipping, and sends parents short practice prompts focused on those skills.","This feature lets children earn fish, plants, and alphabet stones by tracing letters and practicing phonics, with interactive fish and a customizable aquarium tank.","This feature provides offline phonics songs and call-and-response games with large controls, allowing multiple children to take turns without leaving the screen.",This feature downloads lessons in advance and creates a schedule for travel days. It adjusts session length based on time zones and internet availability.,"This feature records a 10-second voice note or emoji from the child after sessions, summarizes their mood and difficulties, and adjusts the next lesson based on this information.",This feature provides regional English accents and themed decodable audiobooks that can be downloaded for offline listening and practice.,"This feature allows adults to select specific letter pairs, stroke counts, or phonics standards and share customized practice sets using QR codes or links.",This feature allows sharing themed word collections using codes and lets children work together on sticker challenges without using chats or personal profiles.,"This feature guides users from tracing letters to blending sounds, spelling, and basic reading over time, while tracking progress and providing printable certificates.",This feature presents challenges where letter characters test blends and sounds. Completing these challenges unlocks new creatures to add to the child’s alphabet collection.,DBGNN
com.rvappstudios.abc_kids_toddler_tracing_phonics,ABC Kids - Tracing & Phonics,GAME_EDUCATIONAL,64174850.0,This feature uses the front camera to show lip and tongue guides while children pronounce sounds. It provides real-time feedback without saving any data.,"This feature turns each correctly traced letter into a stamp or brush to create scenes, allowing children to unlock new colors by completing challenging strokes.","This feature uses augmented reality to show letter-sound bubbles on real objects. Children say the sound, trace the letter, and collect the bubbles.","This feature allows a helper to draw guide lines while a child traces letters, or two devices to connect so users can trace and build words together remotely.","This feature lets children tap beats while breaking words into syllables and sounds aloud, adjusting speed based on their accuracy to support timing and phonemic skills.","This feature tracks how a child draws letters, providing gentle vibrations and arrows to guide them when needed, and shows a heatmap to highlight areas for improvement.","This feature animates letters after tracing, changing them into parts of the word’s object and pronouncing the word aloud.","This feature detects soft speech and slow tracing, providing calming visuals and gentle sounds to support quiet environments like bedtime or classrooms.","This feature creates short stories using the child’s practiced letters and selected names, pets, and places, with highlighted words for read-aloud to support sound practice.",This feature uses the camera to track large arm movements as children trace letters in the air or on a tabletop outline before tracing on the screen.,SOURCE3
com.rvappstudios.abc_kids_toddler_tracing_phonics,ABC Kids - Tracing & Phonics,GAME_EDUCATIONAL,64174850.0,This feature helps children practice tracing letters and learn phonics through interactive activities designed to improve writing and reading skills.,"This feature listens to a child's pronunciation of letters and words, provides feedback, and adjusts to their progress to support improved speaking skills.","This feature lets children create simple illustrated stories using letters and words they have learned, with options to select backgrounds and characters.","This feature provides games and activities for parents and children to play together, with prompts that encourage parents to ask questions and support learning during play.","This feature adjusts the difficulty of tracing and phonics activities based on the child's performance, providing harder tasks for quick learners and extra practice for those who need it.",This feature shows a daily animated video that introduces a new word and its meaning to help children learn and remember vocabulary.,"This feature uses the device's camera to recognize letters and simple words on objects, helping children see and learn letters in their surroundings.","This feature introduces children to letter sounds from various languages, helping them learn different phonics through interactive activities within the app.",This feature lets children earn animal stickers by completing lessons and challenges. Tapping a sticker plays the animal’s sound and shows a related fact.,"This feature shows a visual tree in the parent dashboard that displays the child's progress with letters and sounds, allowing parents to view examples by clicking on the leaves.",SOURCE4
com.rvappstudios.abc_kids_toddler_tracing_phonics,ABC Kids - Tracing & Phonics,GAME_EDUCATIONAL,64174850.0,"This feature uses the camera to display large letters on paper for tracing, with options to adjust opacity, size, and starting arrows, and includes a desk-stand mode.","This feature listens to children’s speech, displays a mouth model, and provides immediate tips with gentle vibrations and simple visuals to help improve pronunciation.","This feature lets users print, color, and scan pages to activate 3D letter-sound animations that speak, blend sounds, and display related words; it works offline and syncs progress later.","This feature allows adults to restrict the app to certain letters or skills, set time limits, prevent skipping, hide other areas, and requires a parent code to exit.","This feature uses daily practice and small goals to help children review difficult letters and sounds, tracking progress and awarding badges for completed skills.","This feature tracks how children draw strokes, including order, direction, speed, and pressure, and offers corrections, left-handed support, and progress visualizations.","This feature provides mini-books that match phonics lessons, with tap-to-hear sounds, blend highlighting, bilingual read-aloud, and printable versions for home use.","This feature lets children drag letters to form words, hear the sounds of each letter, and place labeled objects with syllable and rhyme information in augmented reality.","This feature allows caregivers or teachers to create custom word models, assign learning tasks, and view skill progress with reports that can be shared.","This feature downloads lesson packs for offline use, quickly resumes after interruptions, syncs progress automatically, and offers a low-memory option to reduce crashes on older devices.",SOURCE5
com.scaleup.chatai,AI Chatbot - Nova,PRODUCTIVITY,62864404.0,"This feature lets users create custom AI personas with defined expertise, personality, and communication style that remain consistent across conversations for various purposes.",This feature allows multiple users to interact with Nova at the same time in a shared conversation space for collaborative discussions.,"This feature allows Nova to use the camera to analyze the surroundings and provide real-time help like translating signs, identifying objects, or giving visual instructions.","This feature enables Nova to speak responses using the voices of historical figures, celebrities, or fictional characters when discussing related topics.",This feature allows users to schedule messages from Nova to be sent to themselves on future dates for personal reminders or reflections.,"This feature tracks conversation patterns to create personalized daily briefings, learning materials, or practice exercises based on the user's interests and goals.","This feature allows users to record their dreams, and Nova analyzes them to identify patterns, provide psychological insights, and track recurring themes over time.","This feature allows Nova to present multiple viewpoints on a topic, enabling users to see different sides of an issue through organized discussion.","This feature adjusts Nova's communication style, response length, and topic suggestions based on analyzing the user's message sentiment and vocal tone.",This feature lets users practice conversations by having Nova simulate specific people using personality profiles based on past interactions.,SOURCE2
